2392,159,14832,1153,826,3764,23.7,3.2,1689,10.2,4.0,119,15,31.6,1644,47,21,20472,3,21,1103,464,1,
241,111,10640,737,77,1879,16.9,2.5,3413,24.3,0.4,104,17,18.1,1880,6,4,20985,4,6,1408,455,1,
2394,132,11911,942,939,2947,22.3,3.1,1493,11.1,5.7,98,14,30.1,1510,50,16,16617,2,19,997,431,1,
2396,159,14739,1149,826,3727,23.4,3.2,1687,10.3,4.1,119,15,31.3,1645,47,21,20371,3,21,1106,462,1,
826,345,33720,2331,2058,7268,21.1,3.0,2507,6.9,4.7,241,50,30.2,2924,207,32,44081,2,129,1786,985,1,
2913,342,25622,2327,748,6289,18.4,2.7,11097,30.2,1.6,296,85,21.2,2451,48,17,46705,3,55,1488,854,1,
866,716,51502,5166,2972,11971,16.7,2.3,7659,12.9,4.0,397,32,30.2,3386,130,62,74500,0,23,2148,1105,1,
2915,352,25636,2339,888,6294,17.9,2.7,10817,29.7,1.9,306,85,20.6,2427,56,21,46352,3,56,1467,850,1,
2404,479,39491,2805,1507,7519,15.7,2.6,3721,8.6,2.7,365,76,20.6,3451,85,39,55040,2,35,1608,1783,0,
2405,476,38737,2747,1459,7402,15.6,2.7,3618,8.5,2.7,364,76,20.3,3399,83,37,53899,2,35,1573,1765,0,
2406,478,38746,2751,1459,7402,15.5,2.7,3621,8.5,2.7,366,76,20.2,3399,83,37,53938,2,35,1573,1765,0,
3431,187,16510,1531,617,3382,18.1,2.2,810,4.7,2.6,149,12,22.7,831,44,20,23397,0,1,555,246,1,
3946,74,6143,368,461,1082,14.6,2.9,920,13.0,4.7,64,12,16.9,1093,40,15,9885,0,10,747,327,1,
3947,74,6261,370,461,1097,14.8,3.0,939,13.0,4.6,64,12,17.1,1108,40,15,10035,0,10,761,328,1,
2089,344,15498,1474,809,3201,9.3,2.2,7539,32.7,2.1,208,16,15.4,1241,47,7,38770,1,0,920,258,1,
2706,154,12890,970,58,2781,18.1,2.8,1305,9.2,0.3,130,19,21.4,1416,7,5,17178,3,7,870,491,0,
488,84,6738,494,46,1386,16.5,2.6,407,5.7,0.5,56,14,24.8,666,4,4,9521,0,29,456,161,1,
1298,227,32473,3811,7359,8561,37.7,2.2,4469,12.1,17.6,62,6,138.1,4172,374,11,41829,0,7,2657,1492,1,
374,278,18679,1551,2616,3499,12.6,2.3,715,3.7,11.1,245,26,14.3,2221,159,69,23554,1,33,1461,714,1,
375,266,17806,1496,2563,3373,12.7,2.3,747,4.0,11.3,237,25,14.2,2128,151,66,22725,2,32,1396,686,1,
888,113,7235,581,749,2129,18.8,3.6,2244,23.7,5.7,100,12,21.3,1468,43,15,13232,0,1,852,615,0,
889,209,19771,2142,1709,4986,23.9,2.3,5408,21.5,5.1,107,22,46.6,1569,44,23,33447,0,3,1225,320,1,
4285,147,15093,997,343,3411,23.2,3.0,1352,8.2,1.6,89,12,38.3,2453,18,8,21473,2,35,1720,677,1,
379,267,17843,1501,2611,3403,12.7,2.3,763,4.1,11.4,241,24,14.1,2117,158,68,22808,2,31,1391,681,1,
380,128,5476,504,42,1118,8.7,2.2,257,4.5,0.6,94,4,11.9,853,2,2,7256,0,1,356,491,1,
3455,112,8156,741,59,1784,15.9,2.4,1467,15.2,0.5,83,7,21.5,2733,4,4,12239,1,25,1852,849,0,
2944,496,55174,3987,3755,11700,23.6,2.9,13252,19.4,4.6,335,29,34.9,8579,564,25,81620,1,19,3310,4917,0,
897,414,27722,2296,1832,5844,14.1,2.5,4702,14.5,4.1,351,50,16.6,6799,87,39,44673,28,9,4575,2148,0,
1771,117,8158,549,1454,1287,11.0,2.2,867,9.6,12.6,103,19,12.5,958,90,24,11513,0,10,703,242,0,
3462,320,28364,2311,3357,6378,19.9,2.7,3919,12.1,7.9,183,20,34.9,3037,119,26,42524,10,35,1857,1014,1,
3463,322,28238,2295,2222,6376,19.8,2.7,3957,12.3,5.2,183,21,34.8,3183,93,22,42606,10,36,1994,1029,1,
904,430,28553,2359,1832,6113,14.2,2.6,4706,14.1,4.0,365,50,16.7,6980,87,39,46006,28,13,4720,2180,0,
2954,100,7224,563,96,1648,16.5,2.8,916,11.3,0.9,77,2,21.4,885,4,2,11073,0,4,589,286,1,
1005,112,8514,618,121,1366,12.2,2.2,3011,26.1,0.7,112,20,12.2,1526,6,5,18055,4,5,1169,341,1,
